u,v,X,Y,Z
0.200000, 0.520000,15.600000,25.278912,6.000000
0.200000, 0.540000,16.200000,25.245648,6.000000
0.200000, 0.560000,16.800000,25.190208,6.000000
0.200000, 0.580000,17.400000,25.112592,6.000000
0.200000, 0.600000,18.000000,25.012800,6.000000
0.200000, 0.620000,18.600000,24.890832,6.000000
0.200000, 0.640000,19.200000,24.746688,6.000000
0.200000, 0.660000,19.800000,24.580368,6.000000
0.200000, 0.680000,20.400000,24.391872,6.000000
0.200000, 0.700000,21.000000,24.181200,6.000000
0.200000, 0.720000,21.600000,23.948352,6.000000
0.200000, 0.740000,22.200000,23.693328,6.000000
0.200000, 0.760000,22.800000,23.416128,6.000000
0.200000, 0.780000,23.400000,23.116752,6.000000
0.200000, 0.800000,24.000000,22.795200,6.000000
0.200000, 0.820000,24.600000,22.451472,6.000000
0.200000, 0.840000,25.200000,22.085568,6.000000
0.200000, 0.860000,25.800000,21.697488,6.000000
0.200000, 0.880000,26.400000,21.287232,6.000000
0.200000, 0.900000,27.000000,20.854800,6.000000
0.200000, 0.920000,27.600000,20.400192,6.000000
0.200000, 0.940000,28.200000,19.923408,6.000000
0.200000, 0.960000,28.800000,19.424448,6.000000
0.200000, 0.980000,29.400000,18.903312,6.000000
0.200000, 1.000000,30.000000,18.360000,6.000000
0.220000, 0.000000,0.000000,18.603600,6.600000
0.220000, 0.020000,0.600000,19.182594,6.600000
0.220000, 0.040000,1.200000,19.737956,6.600000
0.220000, 0.060000,1.800000,20.269685,6.600000
0.220000, 0.080000,2.400000,20.777782,6.600000
0.220000, 0.100000,3.000000,21.262247,6.600000
0.220000, 0.120000,3.600000,21.723079,6.600000
0.220000, 0.140000,4.200000,22.160279,6.600000
0.220000, 0.160000,4.800000,22.573846,6.600000
0.220000, 0.180000,5.400000,22.963781,6.600000
0.220000, 0.200000,6.000000,23.330083,6.600000
0.220000, 0.220000,6.600000,23.672753,6.600000
0.220000, 0.240000,7.200000,23.991791,6.600000
0.220000, 0.260000,7.800000,24.287196,6.600000
0.220000, 0.280000,8.400000,24.558969,6.600000
0.220000, 0.300000,9.000000,24.807109,6.600000
0.220000, 0.320000,9.600000,25.031617,6.600000
0.220000, 0.340000,10.200000,25.232493,6.600000
0.220000, 0.360000,10.800000,25.409736,6.600000
0.220000, 0.380000,11.400000,25.563347,6.600000
0.220000, 0.400000,12.000000,25.693325,6.600000
0.220000, 0.420000,12.600000,25.799671,6.600000
0.220000, 0.440000,13.200000,25.882384,6.600000
0.220000, 0.460000,13.800000,25.941465,6.600000
0.220000, 0.480000,14.400000,25.976914,6.600000
0.220000, 0.500000,15.000000,25.988730,6.600000
0.220000, 0.520000,15.600000,25.976914,6.600000
0.220000, 0.540000,16.200000,25.941465,6.600000
0.220000, 0.560000,16.800000,25.882384,6.600000
0.220000, 0.580000,17.400000,25.799671,6.600000
0.220000, 0.600000,18.000000,25.693325,6.600000
0.220000, 0.620000,18.600000,25.563347,6.600000
0.220000, 0.640000,19.200000,25.409736,6.600000
0.220000, 0.660000,19.800000,25.232493,6.600000
0.220000, 0.680000,20.400000,25.031617,6.600000
0.220000, 0.700000,21.000000,24.807109,6.600000
0.220000, 0.720000,21.600000,24.558969,6.600000
0.220000, 0.740000,22.200000,24.287196,6.600000
0.220000, 0.760000,22.800000,23.991791,6.600000
0.220000, 0.780000,23.400000,23.672753,6.600000
0.220000, 0.800000,24.000000,23.330083,6.600000
0.220000, 0.820000,24.600000,22.963781,6.600000
0.220000, 0.840000,25.200000,22.573846,6.600000
0.220000, 0.860000,25.800000,22.160279,6.600000
0.220000, 0.880000,26.400000,21.723079,6.600000
0.220000, 0.900000,27.000000,21.262247,6.600000
0.220000, 0.920000,27.600000,20.777782,6.600000
0.220000, 0.940000,28.200000,20.269685,6.600000
0.220000, 0.960000,28.800000,19.737956,6.600000
0.220000, 0.980000,29.400000,19.182594,6.600000
0.220000, 1.000000,30.000000,18.603600,6.600000
0.240000, 0.000000,0.000000,18.830400,7.200000
0.240000, 0.020000,0.600000,19.444385,7.200000
0.240000, 0.040000,1.200000,20.033309,7.200000
0.240000, 0.060000,1.800000,20.597173,7.200000
0.240000, 0.080000,2.400000,21.135976,7.200000
0.240000, 0.100000,3.000000,21.649718,7.200000
0.240000, 0.120000,3.600000,22.138400,7.200000
0.240000, 0.140000,4.200000,22.602022,7.200000
0.240000, 0.160000,4.800000,23.040582,7.200000
0.240000, 0.180000,5.400000,23.454082,7.200000
0.240000, 0.200000,6.000000,23.842522,7.200000
0.240000, 0.220000,6.600000,24.205900,7.200000
0.240000, 0.240000,7.200000,24.544219,7.200000
0.240000, 0.260000,7.800000,24.857476,7.200000
0.240000, 0.280000,8.400000,25.145673,7.200000
0.240000, 0.300000,9.000000,25.408810,7.200000
0.240000, 0.320000,9.600000,25.646885,7.200000
0.240000, 0.340000,10.200000,25.859901,7.200000
0.240000, 0.360000,10.800000,26.047855,7.200000
0.240000, 0.380000,11.400000,26.210749,7.200000
0.240000, 0.400000,12.000000,26.348582,7.200000
0.240000, 0.420000,12.600000,26.461355,7.200000
0.240000, 0.440000,13.200000,26.549067,7.200000
0.240000, 0.460000,13.800000,26.611719,7.200000
0.240000, 0.480000,14.400000,26.649310,7.200000
0.240000, 0.500000,15.000000,26.661840,7.200000
0.240000, 0.520000,15.600000,26.649310,7.200000
0.240000, 0.540000,16.200000,26.611719,7.200000
0.240000, 0.560000,16.800000,26.549067,7.200000
0.240000, 0.580000,17.400000,26.461355,7.200000
0.240000, 0.600000,18.000000,26.348582,7.200000
0.240000, 0.620000,18.600000,26.210749,7.200000
0.240000, 0.640000,19.200000,26.047855,7.200000
0.240000, 0.660000,19.800000,25.859901,7.200000
0.240000, 0.680000,20.400000,25.646885,7.200000
0.240000, 0.700000,21.000000,25.408810,7.200000
0.240000, 0.720000,21.600000,25.145673,7.200000
0.240000, 0.740000,22.200000,24.857476,7.200000
0.240000, 0.760000,22.800000,24.544219,7.200000
0.240000, 0.780000,23.400000,24.205900,7.200000
0.240000, 0.800000,24.000000,23.842522,7.200000
0.240000, 0.820000,24.600000,23.454082,7.200000
0.240000, 0.840000,25.200000,23.040582,7.200000
0.240000, 0.860000,25.800000,22.602022,7.200000
0.240000, 0.880000,26.400000,22.138400,7.200000
0.240000, 0.900000,27.000000,21.649718,7.200000
0.240000, 0.920000,27.600000,21.135976,7.200000
0.240000, 0.940000,28.200000,20.597173,7.200000
0.240000, 0.960000,28.800000,20.033309,7.200000
0.240000, 0.980000,29.400000,19.444385,7.200000
0.240000, 1.000000,30.000000,18.830400,7.200000
0.260000, 0.000000,0.000000,19.040400,7.800000
0.260000, 0.020000,0.600000,19.688557,7.800000
0.260000, 0.040000,1.200000,20.310259,7.800000
0.260000, 0.060000,1.800000,20.905505,7.800000
0.260000, 0.080000,2.400000,21.474296,7.800000
0.260000, 0.100000,3.000000,22.016632,7.800000
0.260000, 0.120000,3.600000,22.532512,7.800000
0.260000, 0.140000,4.200000,23.021936,7.800000
0.260000, 0.160000,4.800000,23.484906,7.800000
0.260000, 0.180000,5.400000,23.921420,7.800000
0.260000, 0.200000,6.000000,24.331478,7.800000
0.260000, 0.220000,6.600000,24.715082,7.800000
0.260000, 0.240000,7.200000,25.072229,7.800000
0.260000, 0.260000,7.800000,25.402922,7.800000
0.260000, 0.280000,8.400000,25.707159,7.800000
0.260000, 0.300000,9.000000,25.984940,7.800000
0.260000, 0.320000,9.600000,26.236267,7.800000
0.260000, 0.340000,10.200000,26.461137,7.800000
0.260000, 0.360000,10.800000,26.659553,7.800000
0.260000, 0.380000,11.400000,26.831513,7.800000
0.260000, 0.400000,12.000000,26.977018,7.800000
0.260000, 0.420000,12.600000,27.096067,7.800000
0.260000, 0.440000,13.200000,27.188661,7.800000
0.260000, 0.460000,13.800000,27.254799,7.800000
0.260000, 0.480000,14.400000,27.294482,7.800000
0.260000, 0.500000,15.000000,27.307710,7.800000
0.260000, 0.520000,15.600000,27.294482,7.800000
0.260000, 0.540000,16.200000,27.254799,7.800000
0.260000, 0.560000,16.800000,27.188661,7.800000
0.260000, 0.580000,17.400000,27.096067,7.800000
0.260000, 0.600000,18.000000,26.977018,7.800000
0.260000, 0.620000,18.600000,26.831513,7.800000
0.260000, 0.640000,19.200000,26.659553,7.800000
0.260000, 0.660000,19.800000,26.461137,7.800000
0.260000, 0.680000,20.400000,26.236267,7.800000
0.260000, 0.700000,21.000000,25.984940,7.800000
0.260000, 0.720000,21.600000,25.707159,7.800000
0.260000, 0.740000,22.200000,25.402922,7.800000
0.260000, 0.760000,22.800000,25.072229,7.800000
0.260000, 0.780000,23.400000,24.715082,7.800000
0.260000, 0.800000,24.000000,24.331478,7.800000
0.260000, 0.820000,24.600000,23.921420,7.800000
0.260000, 0.840000,25.200000,23.484906,7.800000
0.260000, 0.860000,25.800000,23.021936,7.800000
0.260000, 0.880000,26.400000,22.532512,7.800000
0.260000, 0.900000,27.000000,22.016632,7.800000
0.260000, 0.920000,27.600000,21.474296,7.800000
0.260000, 0.940000,28.200000,20.905505,7.800000
0.260000, 0.960000,28.800000,20.310259,7.800000
0.260000, 0.980000,29.400000,19.688557,7.800000
0.260000, 1.000000,30.000000,19.040400,7.800000
0.280000, 0.000000,0.000000,19.233600,8.400000
0.280000, 0.020000,0.600000,19.914984,8.400000
0.280000, 0.040000,1.200000,20.568556,8.400000
0.280000, 0.060000,1.800000,21.194317,8.400000
0.280000, 0.080000,2.400000,21.792266,8.400000
0.280000, 0.100000,3.000000,22.362403,8.400000
0.280000, 0.120000,3.600000,22.904729,8.400000
0.280000, 0.140000,4.200000,23.419243,8.400000
0.280000, 0.160000,4.800000,23.905946,8.400000
0.280000, 0.180000,5.400000,24.364837,8.400000
0.280000, 0.200000,6.000000,24.795917,8.400000
0.280000, 0.220000,6.600000,25.199185,8.400000
0.280000, 0.240000,7.200000,25.574641,8.400000
0.280000, 0.260000,7.800000,25.922286,8.400000
0.280000, 0.280000,8.400000,26.242119,8.400000
0.280000, 0.300000,9.000000,26.534141,8.400000
0.280000, 0.320000,9.600000,26.798351,8.400000
0.280000, 0.340000,10.200000,27.034749,8.400000
0.280000, 0.360000,10.800000,27.243336,8.400000
0.280000, 0.380000,11.400000,27.424111,8.400000
0.280000, 0.400000,12.000000,27.577075,8.400000
0.280000, 0.420000,12.600000,27.702227,8.400000
0.280000, 0.440000,13.200000,27.799568,8.400000
0.280000, 0.460000,13.800000,27.869097,8.400000
0.280000, 0.480000,14.400000,27.910814,8.400000
0.280000, 0.500000,15.000000,27.924720,8.400000
0.280000, 0.520000,15.600000,27.910814,8.400000
0.280000, 0.540000,16.200000,27.869097,8.400000
0.280000, 0.560000,16.800000,27.799568,8.400000
0.280000, 0.580000,17.400000,27.702227,8.400000
0.280000, 0.600000,18.000000,27.577075,8.400000
0.280000, 0.620000,18.600000,27.424111,8.400000
0.280000, 0.640000,19.200000,27.243336,8.400000
0.280000, 0.660000,19.800000,27.034749,8.400000
0.280000, 0.680000,20.400000,26.798351,8.400000
0.280000, 0.700000,21.000000,26.534141,8.400000
0.280000, 0.720000,21.600000,26.242119,8.400000
0.280000, 0.740000,22.200000,25.922286,8.400000
0.280000, 0.760000,22.800000,25.574641,8.400000
0.280000, 0.780000,23.400000,25.199185,8.400000
0.280000, 0.800000,24.000000,24.795917,8.400000
0.280000, 0.820000,24.600000,24.364837,8.400000
0.280000, 0.840000,25.200000,23.905946,8.400000
0.280000, 0.860000,25.800000,23.419243,8.400000
0.280000, 0.880000,26.400000,22.904729,8.400000
0.280000, 0.900000,27.000000,22.362403,8.400000
0.280000, 0.920000,27.600000,21.792266,8.400000
0.280000, 0.940000,28.200000,21.194317,8.400000
0.280000, 0.960000,28.800000,20.568556,8.400000
0.280000, 0.980000,29.400000,19.914984,8.400000
0.280000, 1.000000,30.000000,19.233600,8.400000
0.300000, 0.000000,0.000000,19.410000,9.000000
0.300000, 0.020000,0.600000,20.123538,9.000000
0.300000, 0.040000,1.200000,20.807952,9.000000
0.300000, 0.060000,1.800000,21.463242,9.000000
0.300000, 0.080000,2.400000,22.089408,9.000000
0.300000, 0.100000,3.000000,22.686450,9.000000
0.300000, 0.120000,3.600000,23.254368,9.000000
0.300000, 0.140000,4.200000,23.793162,9.000000
0.300000, 0.160000,4.800000,24.302832,9.000000
0.300000, 0.180000,5.400000,24.783378,9.000000
0.300000, 0.200000,6.000000,25.234800,9.000000
0.300000, 0.220000,6.600000,25.657098,9.000000
0.300000, 0.240000,7.200000,26.050272,9.000000
0.300000, 0.260000,7.800000,26.414322,9.000000
0.300000, 0.280000,8.400000,26.749248,9.000000
0.300000, 0.300000,9.000000,27.055050,9.000000
0.300000, 0.320000,9.600000,27.331728,9.000000
0.300000, 0.340000,10.200000,27.579282,9.000000
0.300000, 0.360000,10.800000,27.797712,9.000000
0.300000, 0.380000,11.400000,27.987018,9.000000
0.300000, 0.400000,12.000000,28.147200,9.000000
0.300000, 0.420000,12.600000,28.278258,9.000000
0.300000, 0.440000,13.200000,28.380192,9.000000
0.300000, 0.460000,13.800000,28.453002,9.000000
0.300000, 0.480000,14.400000,28.496688,9.000000
0.300000, 0.500000,15.000000,28.511250,9.000000
0.300000, 0.520000,15.600000,28.496688,9.000000
0.300000, 0.540000,16.200000,28.453002,9.000000
0.300000, 0.560000,16.800000,28.380192,9.000000
0.300000, 0.580000,17.400000,28.278258,9.000000
0.300000, 0.600000,18.000000,28.147200,9.000000
0.300000, 0.620000,18.600000,27.987018,9.000000
0.300000, 0.640000,19.200000,27.797712,9.000000
0.300000, 0.660000,19.800000,27.579282,9.000000
0.300000, 0.680000,20.400000,27.331728,9.000000
0.300000, 0.700000,21.000000,27.055050,9.000000
0.300000, 0.720000,21.600000,26.749248,9.000000
0.300000, 0.740000,22.200000,26.414322,9.000000
0.300000, 0.760000,22.800000,26.050272,9.000000
0.300000, 0.780000,23.400000,25.657098,9.000000
0.300000, 0.800000,24.000000,25.234800,9.000000
0.300000, 0.820000,24.600000,24.783378,9.000000
0.300000, 0.840000,25.200000,24.302832,9.000000
0.300000, 0.860000,25.800000,23.793162,9.000000
0.300000, 0.880000,26.400000,23.254368,9.000000
0.300000, 0.900000,27.000000,22.686450,9.000000
0.300000, 0.920000,27.600000,22.089408,9.000000
0.300000, 0.940000,28.200000,21.463242,9.000000
0.300000, 0.960000,28.800000,20.807952,9.000000
0.300000, 0.980000,29.400000,20.123538,9.000000
0.300000, 1.000000,30.000000,19.410000,9.000000
0.320000, 0.000000,0.000000,19.569600,9.600000
0.320000, 0.020000,0.600000,20.314093,9.600000
0.320000, 0.040000,1.200000,21.028198,9.600000
0.320000, 0.060000,1.800000,21.711916,9.600000
0.320000, 0.080000,2.400000,22.365246,9.600000
0.320000, 0.100000,3.000000,22.988189,9.600000
0.320000, 0.120000,3.600000,23.580744,9.600000
0.320000, 0.140000,4.200000,24.142912,9.600000
0.320000, 0.160000,4.800000,24.674693,9.600000
0.320000, 0.180000,5.400000,25.176086,9.600000
0.320000, 0.200000,6.000000,25.647091,9.600000
0.320000, 0.220000,6.600000,26.087709,9.600000
0.320000, 0.240000,7.200000,26.497940,9.600000
0.320000, 0.260000,7.800000,26.877783,9.600000
0.320000, 0.280000,8.400000,27.227239,9.600000
0.320000, 0.300000,9.000000,27.546307,9.600000
0.320000, 0.320000,9.600000,27.834988,9.600000
0.320000, 0.340000,10.200000,28.093281,9.600000
0.320000, 0.360000,10.800000,28.321187,9.600000
0.320000, 0.380000,11.400000,28.518706,9.600000
0.320000, 0.400000,12.000000,28.685837,9.600000
0.320000, 0.420000,12.600000,28.822580,9.600000
0.320000, 0.440000,13.200000,28.928936,9.600000
0.320000, 0.460000,13.800000,29.004905,9.600000
0.320000, 0.480000,14.400000,29.050486,9.600000
0.320000, 0.500000,15.000000,29.065680,9.600000
0.320000, 0.520000,15.600000,29.050486,9.600000
0.320000, 0.540000,16.200000,29.004905,9.600000
0.320000, 0.560000,16.800000,28.928936,9.600000
0.320000, 0.580000,17.400000,28.822580,9.600000
0.320000, 0.600000,18.000000,28.685837,9.600000
0.320000, 0.620000,18.600000,28.518706,9.600000
0.320000, 0.640000,19.200000,28.321187,9.600000
0.320000, 0.660000,19.800000,28.093281,9.600000
0.320000, 0.680000,20.400000,27.834988,9.600000
0.320000, 0.700000,21.000000,27.546307,9.600000
0.320000, 0.720000,21.600000,27.227239,9.600000
0.320000, 0.740000,22.200000,26.877783,9.600000
0.320000, 0.760000,22.800000,26.497940,9.600000
0.320000, 0.780000,23.400000,26.087709,9.600000
0.320000, 0.800000,24.000000,25.647091,9.600000
0.320000, 0.820000,24.600000,25.176086,9.600000
0.320000, 0.840000,25.200000,24.674693,9.600000
0.320000, 0.860000,25.800000,24.142912,9.600000
0.320000, 0.880000,26.400000,23.580744,9.600000
0.320000, 0.900000,27.000000,22.988189,9.600000
0.320000, 0.920000,27.600000,22.365246,9.600000
0.320000, 0.940000,28.200000,21.711916,9.600000
0.320000, 0.960000,28.800000,21.028198,9.600000
0.320000, 0.980000,29.400000,20.314093,9.600000
0.320000, 1.000000,30.000000,19.569600,9.600000
0.340000, 0.000000,0.000000,19.712400,10.200000
0.340000, 0.020000,0.600000,20.486521,10.200000
0.340000, 0.040000,1.200000,21.229045,10.200000
0.340000, 0.060000,1.800000,21.939972,10.200000
0.340000, 0.080000,2.400000,22.619303,10.200000
0.340000, 0.100000,3.000000,23.267036,10.200000
0.340000, 0.120000,3.600000,23.883173,10.200000
0.340000, 0.140000,4.200000,24.467714,10.200000
0.340000, 0.160000,4.800000,25.020657,10.200000
0.340000, 0.180000,5.400000,25.542004,10.200000
0.340000, 0.200000,6.000000,26.031754,10.200000
0.340000, 0.220000,6.600000,26.489907,10.200000
0.340000, 0.240000,7.200000,26.916463,10.200000
0.340000, 0.260000,7.800000,27.311423,10.200000
0.340000, 0.280000,8.400000,27.674786,10.200000
0.340000, 0.300000,9.000000,28.006552,10.200000
0.340000, 0.320000,9.600000,28.306721,10.200000
0.340000, 0.340000,10.200000,28.575293,10.200000
0.340000, 0.360000,10.800000,28.812269,10.200000
0.340000, 0.380000,11.400000,29.017648,10.200000
0.340000, 0.400000,12.000000,29.191430,10.200000
0.340000, 0.420000,12.600000,29.333616,10.200000
0.340000, 0.440000,13.200000,29.444205,10.200000
0.340000, 0.460000,13.800000,29.523196,10.200000
0.340000, 0.480000,14.400000,29.570592,10.200000
0.340000, 0.500000,15.000000,29.586390,10.200000
0.340000, 0.520000,15.600000,29.570592,10.200000
0.340000, 0.540000,16.200000,29.523196,10.200000
0.340000, 0.560000,16.800000,29.444205,10.200000
0.340000, 0.580000,17.400000,29.333616,10.200000
0.340000, 0.600000,18.000000,29.191430,10.200000
0.340000, 0.620000,18.600000,29.017648,10.200000
0.340000, 0.640000,19.200000,28.812269,10.200000
0.340000, 0.660000,19.800000,28.575293,10.200000
0.340000, 0.680000,20.400000,28.306721,10.200000
0.340000, 0.700000,21.000000,28.006552,10.200000
0.340000, 0.720000,21.600000,27.674786,10.200000
0.340000, 0.740000,22.200000,27.311423,10.200000
0.340000, 0.760000,22.800000,26.916463,10.200000
0.340000, 0.780000,23.400000,26.489907,10.200000
0.340000, 0.800000,24.000000,26.031754,10.200000
0.340000, 0.820000,24.600000,25.542004,10.200000
0.340000, 0.840000,25.200000,25.020657,10.200000
0.340000, 0.860000,25.800000,24.467714,10.200000
0.340000, 0.880000,26.400000,23.883173,10.200000
0.340000, 0.900000,27.000000,23.267036,10.200000
0.340000, 0.920000,27.600000,22.619303,10.200000
0.340000, 0.940000,28.200000,21.939972,10.200000
0.340000, 0.960000,28.800000,21.229045,10.200000
0.340000, 0.980000,29.400000,20.486521,10.200000
0.340000, 1.000000,30.000000,19.712400,10.200000
0.360000, 0.000000,0.000000,19.838400,10.800000
0.360000, 0.020000,0.600000,20.640695,10.800000
0.360000, 0.040000,1.200000,21.410244,10.800000
0.360000, 0.060000,1.800000,22.147046,10.800000
0.360000, 0.080000,2.400000,22.851101,10.800000
0.360000, 0.100000,3.000000,23.522410,10.800000
0.360000, 0.120000,3.600000,24.160971,10.800000
0.360000, 0.140000,4.200000,24.766786,10.800000
0.360000, 0.160000,4.800000,25.339854,10.800000
0.360000, 0.180000,5.400000,25.880176,10.800000
0.360000, 0.200000,6.000000,26.387750,10.800000
0.360000, 0.220000,6.600000,26.862578,10.800000
0.360000, 0.240000,7.200000,27.304659,10.800000
0.360000, 0.260000,7.800000,27.713994,10.800000
0.360000, 0.280000,8.400000,28.090582,10.800000
0.360000, 0.300000,9.000000,28.434422,10.800000
0.360000, 0.320000,9.600000,28.745517,10.800000
0.360000, 0.340000,10.200000,29.023864,10.800000
0.360000, 0.360000,10.800000,29.269465,10.800000
0.360000, 0.380000,11.400000,29.482318,10.800000
0.360000, 0.400000,12.000000,29.662426,10.800000
0.360000, 0.420000,12.600000,29.809786,10.800000
0.360000, 0.440000,13.200000,29.924400,10.800000
0.360000, 0.460000,13.800000,30.006266,10.800000
0.360000, 0.480000,14.400000,30.055387,10.800000
0.360000, 0.500000,15.000000,30.071760,10.800000
0.360000, 0.520000,15.600000,30.055387,10.800000
0.360000, 0.540000,16.200000,30.006266,10.800000
0.360000, 0.560000,16.800000,29.924400,10.800000
0.360000, 0.580000,17.400000,29.809786,10.800000
0.360000, 0.600000,18.000000,29.662426,10.800000
0.360000, 0.620000,18.600000,29.482318,10.800000
0.360000, 0.640000,19.200000,29.269465,10.800000
0.360000, 0.660000,19.800000,29.023864,10.800000
0.360000, 0.680000,20.400000,28.745517,10.800000
0.360000, 0.700000,21.000000,28.434422,10.800000
0.360000, 0.720000,21.600000,28.090582,10.800000
0.360000, 0.740000,22.200000,27.713994,10.800000
0.360000, 0.760000,22.800000,27.304659,10.800000
0.360000, 0.780000,23.400000,26.862578,10.800000
0.360000, 0.800000,24.000000,26.387750,10.800000
0.360000, 0.820000,24.600000,25.880176,10.800000
0.360000, 0.840000,25.200000,25.339854,10.800000
0.360000, 0.860000,25.800000,24.766786,10.800000
0.360000, 0.880000,26.400000,24.160971,10.800000
0.360000, 0.900000,27.000000,23.522410,10.800000
0.360000, 0.920000,27.600000,22.851101,10.800000
0.360000, 0.940000,28.200000,22.147046,10.800000
0.360000, 0.960000,28.800000,21.410244,10.800000
0.360000, 0.980000,29.400000,20.640695,10.800000
0.360000, 1.000000,30.000000,19.838400,10.800000
0.380000, 0.000000,0.000000,19.947600,11.400000
0.380000, 0.020000,0.600000,20.776489,11.400000
0.380000, 0.040000,1.200000,21.571547,11.400000
0.380000, 0.060000,1.800000,22.332772,11.400000
0.380000, 0.080000,2.400000,23.060165,11.400000
0.380000, 0.100000,3.000000,23.753725,11.400000
0.380000, 0.120000,3.600000,24.413454,11.400000
0.380000, 0.140000,4.200000,25.039350,11.400000
0.380000, 0.160000,4.800000,25.631414,11.400000
0.380000, 0.180000,5.400000,26.189645,11.400000
0.380000, 0.200000,6.000000,26.714045,11.400000
0.380000, 0.220000,6.600000,27.204612,11.400000
0.380000, 0.240000,7.200000,27.661347,11.400000
0.380000, 0.260000,7.800000,28.084250,11.400000
0.380000, 0.280000,8.400000,28.473320,11.400000
0.380000, 0.300000,9.000000,28.828559,11.400000
0.380000, 0.320000,9.600000,29.149965,11.400000
0.380000, 0.340000,10.200000,29.437539,11.400000
0.380000, 0.360000,10.800000,29.691281,11.400000
0.380000, 0.380000,11.400000,29.911190,11.400000
0.380000, 0.400000,12.000000,30.097267,11.400000
0.380000, 0.420000,12.600000,30.249512,11.400000
0.380000, 0.440000,13.200000,30.367925,11.400000
0.380000, 0.460000,13.800000,30.452506,11.400000
0.380000, 0.480000,14.400000,30.503254,11.400000
0.380000, 0.500000,15.000000,30.520170,11.400000
0.380000, 0.520000,15.600000,30.503254,11.400000
0.380000, 0.540000,16.200000,30.452506,11.400000
0.380000, 0.560000,16.800000,30.367925,11.400000
0.380000, 0.580000,17.400000,30.249512,11.400000
0.380000, 0.600000,18.000000,30.097267,11.400000
0.380000, 0.620000,18.600000,29.911190,11.400000
0.380000, 0.640000,19.200000,29.691281,11.400000
0.380000, 0.660000,19.800000,29.437539,11.400000
0.380000, 0.680000,20.400000,29.149965,11.400000
0.380000, 0.700000,21.000000,28.828559,11.400000
0.380000, 0.720000,21.600000,28.473320,11.400000
0.380000, 0.740000,22.200000,28.084250,11.400000
0.380000, 0.760000,22.800000,27.661347,11.400000
0.380000, 0.780000,23.400000,27.204612,11.400000
0.380000, 0.800000,24.000000,26.714045,11.400000
0.380000, 0.820000,24.600000,26.189645,11.400000
0.380000, 0.840000,25.200000,25.631414,11.400000
0.380000, 0.860000,25.800000,25.039350,11.400000
0.380000, 0.880000,26.400000,24.413454,11.400000
0.380000, 0.900000,27.000000,23.753725,11.400000
0.380000, 0.920000,27.600000,23.060165,11.400000
0.380000, 0.940000,28.200000,22.332772,11.400000
0.380000, 0.960000,28.800000,21.571547,11.400000
0.380000, 0.980000,29.400000,20.776489,11.400000
0.380000, 1.000000,30.000000,19.947600,11.400000
0.400000, 0.000000,0.000000,20.040000,12.000000
0.400000, 0.020000,0.600000,20.893776,12.000000
0.400000, 0.040000,1.200000,21.712704,12.000000
0.400000, 0.060000,1.800000,22.496784,12.000000
0.400000, 0.080000,2.400000,23.246016,12.000000
0.400000, 0.100000,3.000000,23.960400,12.000000
0.400000, 0.120000,3.600000,24.639936,12.000000
0.400000, 0.140000,4.200000,25.284624,12.000000
0.400000, 0.160000,4.800000,25.894464,12.000000
0.400000, 0.180000,5.400000,26.469456,12.000000
0.400000, 0.200000,6.000000,27.009600,12.000000
0.400000, 0.220000,6.600000,27.514896,12.000000
0.400000, 0.240000,7.200000,27.985344,12.000000
0.400000, 0.260000,7.800000,28.420944,12.000000
0.400000, 0.280000,8.400000,28.821696,12.000000
0.400000, 0.300000,9.000000,29.187600,12.000000
0.400000, 0.320000,9.600000,29.518656,12.000000
0.400000, 0.340000,10.200000,29.814864,12.000000
0.400000, 0.360000,10.800000,30.076224,12.000000
0.400000, 0.380000,11.400000,30.302736,12.000000
0.400000, 0.400000,12.000000,30.494400,12.000000
0.400000, 0.420000,12.600000,30.651216,12.000000
0.400000, 0.440000,13.200000,30.773184,12.000000
0.400000, 0.460000,13.800000,30.860304,12.000000
0.400000, 0.480000,14.400000,30.912576,12.000000
0.400000, 0.500000,15.000000,30.930000,12.000000
0.400000, 0.520000,15.600000,30.912576,12.000000
0.400000, 0.540000,16.200000,30.860304,12.000000
0.400000, 0.560000,16.800000,30.773184,12.000000
0.400000, 0.580000,17.400000,30.651216,12.000000
0.400000, 0.600000,18.000000,30.494400,12.000000
0.400000, 0.620000,18.600000,30.302736,12.000000
0.400000, 0.640000,19.200000,30.076224,12.000000
0.400000, 0.660000,19.800000,29.814864,12.000000
0.400000, 0.680000,20.400000,29.518656,12.000000
0.400000, 0.700000,21.000000,29.187600,12.000000
0.400000, 0.720000,21.600000,28.821696,12.000000
0.400000, 0.740000,22.200000,28.420944,12.000000
0.400000, 0.760000,22.800000,27.985344,12.000000
0.400000, 0.780000,23.400000,27.514896,12.000000
0.400000, 0.800000,24.000000,27.009600,12.000000
0.400000, 0.820000,24.600000,26.469456,12.000000
0.400000, 0.840000,25.200000,25.894464,12.000000
0.400000, 0.860000,25.800000,25.284624,12.000000
0.400000, 0.880000,26.400000,24.639936,12.000000
0.400000, 0.900000,27.000000,23.960400,12.000000
0.400000, 0.920000,27.600000,23.246016,12.000000
0.400000, 0.940000,28.200000,22.496784,12.000000
0.400000, 0.960000,28.800000,21.712704,12.000000
0.400000, 0.980000,29.400000,20.893776,12.000000
0.400000, 1.000000,30.000000,20.040000,12.000000
0.420000, 0.000000,0.000000,20.115600,12.600000
0.420000, 0.020000,0.600000,20.992428,12.600000
0.420000, 0.040000,1.200000,21.833467,12.600000
